promotion_id,job_title,stage,stage_role,resource_id,resource_name,difficulty,resource_type,skill_tag,score,rank,rationale
C_C++_promotion1,C/C++,1,C/C++初级工程师,C_C_2,C++程序设计,进阶,视频课程,C++,0.23,5,同 JobTitle 岗位资源池
C_C++_promotion1,C/C++,2,C/C++开发工程师,C_C_11,Valgrind用户手册,进阶,文档教程,内存调试,0.43,1,难度进阶适配阶段2
C_C++_promotion1,C/C++,2,C/C++开发工程师,C_C_12,C++ Core Guidelines,进阶,文档教程,编码规范,0.43,2,难度进阶适配阶段2
C_C++_promotion1,C/C++,2,C/C++开发工程师,C_C_2,C++程序设计,进阶,视频课程,C++,0.43,3,难度进阶适配阶段2
C_C++_promotion1,C/C++,2,C/C++开发工程师,C_C_3,数据结构与算法,进阶,视频课程,数据结构与算法,0.43,4,难度进阶适配阶段2
C_C++_promotion1,C/C++,2,C/C++开发工程师,C_C_4,操作系统,进阶,视频课程,操作系统,0.43,5,难度进阶适配阶段2
C_C++_promotion1,C/C++,3,高级C/C++开发工程师,C_C_11,Valgrind用户手册,进阶,文档教程,内存调试,0.49,1,难度进阶适配阶段3
C_C++_promotion1,C/C++,3,高级C/C++开发工程师,C_C_12,C++ Core Guidelines,进阶,文档教程,编码规范,0.49,2,难度进阶适配阶段3
C_C++_promotion1,C/C++,3,高级C/C++开发工程师,C_C_7,cppreference在线参考,进阶,文档教程,C++标准库,0.49,3,难度进阶适配阶段3
C_C++_promotion1,C/C++,3,高级C/C++开发工程师,C_C_8,CMake官方教程,进阶,文档教程,CMake,0.49,4,难度进阶适配阶段3
C_C++_promotion1,C/C++,3,高级C/C++开发工程师,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.81,5,通用面试资源；适配岗位「C/C++」面试场景；贴合晋级路径「开发」
C_C++_promotion1,C/C++,3,高级C/C++开发工程师,job_interview2,求职OMG-大学生就业指导与技能开发,入门,视频课程,面试技巧,0.32,6,通用面试资源；通用求职面试基础
C_C++_promotion2,C/C++,1,C/C++初级工程师,C_C_13,Linux系统管理,入门,视频课程,Linux,0.63,1,难度入门适配阶段1；匹配路线关键词C++
C_C++_promotion2,C/C++,1,C/C++初级工程师,C_C_10,Pro Git第二版（中文版）,入门,文档教程,Git版本控制,0.55,2,难度入门适配阶段1；匹配路线关键词C++
C_C++_promotion2,C/C++,1,C/C++初级工程师,C_C_6,Learn C++,入门,文档教程,C++,0.55,3,难度入门适配阶段1；匹配路线关键词C++
C_C++_promotion2,C/C++,1,C/C++初级工程师,C_C_1,C语言程序设计,入门,视频课程,C语言,0.51,4,难度入门适配阶段1
C_C++_promotion2,C/C++,1,C/C++初级工程师,C_C_2,C++程序设计,进阶,视频课程,C++,0.35,5,匹配路线关键词C++
C_C++_promotion2,C/C++,2,嵌入式开发工程师,C_C_11,Valgrind用户手册,进阶,文档教程,内存调试,0.55,1,难度进阶适配阶段2；匹配路线关键词C++
C_C++_promotion2,C/C++,2,嵌入式开发工程师,C_C_12,C++ Core Guidelines,进阶,文档教程,编码规范,0.55,2,难度进阶适配阶段2；匹配路线关键词C++
C_C++_promotion2,C/C++,2,嵌入式开发工程师,C_C_2,C++程序设计,进阶,视频课程,C++,0.55,3,难度进阶适配阶段2；匹配路线关键词C++
C_C++_promotion2,C/C++,2,嵌入式开发工程师,C_C_3,数据结构与算法,进阶,视频课程,数据结构与算法,0.55,4,难度进阶适配阶段2；匹配路线关键词算法
C_C++_promotion2,C/C++,2,嵌入式开发工程师,C_C_4,操作系统,进阶,视频课程,操作系统,0.55,5,难度进阶适配阶段2；匹配路线关键词C++
C_C++_promotion2,C/C++,3,高级嵌入式工程师 / 嵌入式架构师,C_C_11,Valgrind用户手册,进阶,文档教程,内存调试,0.61,1,难度进阶适配阶段3；匹配路线关键词C++
C_C++_promotion2,C/C++,3,高级嵌入式工程师 / 嵌入式架构师,C_C_12,C++ Core Guidelines,进阶,文档教程,编码规范,0.61,2,难度进阶适配阶段3；匹配路线关键词C++
C_C++_promotion2,C/C++,3,高级嵌入式工程师 / 嵌入式架构师,C_C_7,cppreference在线参考,进阶,文档教程,C++标准库,0.61,3,难度进阶适配阶段3；匹配路线关键词C++
C_C++_promotion2,C/C++,3,高级嵌入式工程师 / 嵌入式架构师,C_C_8,CMake官方教程,进阶,文档教程,CMake,0.61,4,难度进阶适配阶段3；匹配路线关键词C++
C_C++_promotion2,C/C++,3,高级嵌入式工程师 / 嵌入式架构师,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.94,5,通用面试资源；适配岗位「C/C++」面试场景；贴合晋级路径「开发」；匹配路线能力「架构」
C_C++_promotion2,C/C++,3,高级嵌入式工程师 / 嵌入式架构师,job_interview2,求职OMG-大学生就业指导与技能开发,入门,视频课程,面试技巧,0.44,6,通用面试资源；匹配路线能力「架构」；通用求职面试基础
C_C++_promotion3,C/C++,1,C/C++工程师,C_C_1,C语言程序设计,入门,视频课程,C语言,0.51,1,难度入门适配阶段1
C_C++_promotion3,C/C++,1,C/C++工程师,C_C_13,Linux系统管理,入门,视频课程,Linux,0.51,2,难度入门适配阶段1
C_C++_promotion3,C/C++,1,C/C++工程师,C_C_10,Pro Git第二版（中文版）,入门,文档教程,Git版本控制,0.43,3,难度入门适配阶段1
C_C++_promotion3,C/C++,1,C/C++工程师,C_C_6,Learn C++,入门,文档教程,C++,0.43,4,难度入门适配阶段1
C_C++_promotion3,C/C++,1,C/C++工程师,C_C_3,数据结构与算法,进阶,视频课程,数据结构与算法,0.35,5,匹配路线关键词算法
C_C++_promotion3,C/C++,2,系统开发工程师,C_C_3,数据结构与算法,进阶,视频课程,数据结构与算法,0.55,1,难度进阶适配阶段2；匹配路线关键词算法
C_C++_promotion3,C/C++,2,系统开发工程师,C_C_9,AcWing算法题库,进阶,在线练习,算法练习,0.55,2,难度进阶适配阶段2；匹配路线关键词算法
C_C++_promotion3,C/C++,2,系统开发工程师,C_C_11,Valgrind用户手册,进阶,文档教程,内存调试,0.43,3,难度进阶适配阶段2
C_C++_promotion3,C/C++,2,系统开发工程师,C_C_12,C++ Core Guidelines,进阶,文档教程,编码规范,0.43,4,难度进阶适配阶段2
C_C++_promotion3,C/C++,2,系统开发工程师,C_C_2,C++程序设计,进阶,视频课程,C++,0.43,5,难度进阶适配阶段2
C_C++_promotion3,C/C++,3,底层架构师 / 驱动开发专家,C_C_9,AcWing算法题库,进阶,在线练习,算法练习,0.61,1,难度进阶适配阶段3；匹配路线关键词算法
C_C++_promotion3,C/C++,3,底层架构师 / 驱动开发专家,C_C_3,数据结构与算法,进阶,视频课程,数据结构与算法,0.55,2,难度进阶适配阶段3；匹配路线关键词算法
C_C++_promotion3,C/C++,3,底层架构师 / 驱动开发专家,C_C_11,Valgrind用户手册,进阶,文档教程,内存调试,0.49,3,难度进阶适配阶段3
C_C++_promotion3,C/C++,3,底层架构师 / 驱动开发专家,C_C_12,C++ Core Guidelines,进阶,文档教程,编码规范,0.49,4,难度进阶适配阶段3
C_C++_promotion3,C/C++,3,底层架构师 / 驱动开发专家,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.94,5,通用面试资源；适配岗位「C/C++」面试场景；贴合晋级路径「开发」；匹配路线能力「架构」
C_C++_promotion3,C/C++,3,底层架构师 / 驱动开发专家,job_interview1,大学生职业发展与就业指导,入门,视频课程,求职指导,0.44,6,通用面试资源；匹配路线能力「架构」；通用求职面试基础
实施工程师_promotion1,实施工程师,1,实施助理,实施工程师_1,软件工程,入门,视频课程,软件工程,0.51,1,难度入门适配阶段1
实施工程师_promotion1,实施工程师,1,实施助理,实施工程师_5,Linux系统管理,入门,视频课程,Linux,0.51,2,难度入门适配阶段1
实施工程师_promotion1,实施工程师,1,实施助理,实施工程师_8,Office办公软件应用,入门,视频课程,Office办公,0.51,3,难度入门适配阶段1
实施工程师_promotion1,实施工程师,1,实施助理,实施工程师_9,沟通技巧,入门,视频课程,沟通技巧,0.51,4,难度入门适配阶段1
实施工程师_promotion1,实施工程师,1,实施助理,实施工程师_11,Docker官方入门教程,入门,文档教程,Docker,0.43,5,难度入门适配阶段1
实施工程师_promotion1,实施工程师,2,实施工程师,实施工程师_4,MySQL数据库设计与应用,进阶,视频课程,MySQL,0.63,1,难度进阶适配阶段2；贴合阶段目标「实施工程师」
实施工程师_promotion1,实施工程师,2,实施工程师,实施工程师_10,工程项目管理,进阶,视频课程,项目管理,0.43,2,难度进阶适配阶段2
实施工程师_promotion1,实施工程师,2,实施工程师,实施工程师_12,Nginx官方文档,进阶,文档教程,Nginx,0.43,3,难度进阶适配阶段2
实施工程师_promotion1,实施工程师,2,实施工程师,实施工程师_2,ERP原理与应用,进阶,视频课程,ERP实施,0.43,4,难度进阶适配阶段2
实施工程师_promotion1,实施工程师,2,实施工程师,实施工程师_3,项目管理,进阶,视频课程,项目管理,0.43,5,难度进阶适配阶段2
实施工程师_promotion1,实施工程师,3,高级实施工程师,实施工程师_12,Nginx官方文档,进阶,文档教程,Nginx,0.49,1,难度进阶适配阶段3
实施工程师_promotion1,实施工程师,3,高级实施工程师,实施工程师_10,工程项目管理,进阶,视频课程,项目管理,0.43,2,难度进阶适配阶段3
实施工程师_promotion1,实施工程师,3,高级实施工程师,实施工程师_2,ERP原理与应用,进阶,视频课程,ERP实施,0.43,3,难度进阶适配阶段3
实施工程师_promotion1,实施工程师,3,高级实施工程师,实施工程师_3,项目管理,进阶,视频课程,项目管理,0.43,4,难度进阶适配阶段3
实施工程师_promotion1,实施工程师,3,高级实施工程师,job_interview7,沟通技巧,入门,视频课程,沟通技巧,0.48,5,通用面试资源；适配岗位「实施工程师」面试场景
实施工程师_promotion1,实施工程师,3,高级实施工程师,job_interview2,求职OMG-大学生就业指导与技能开发,入门,视频课程,面试技巧,0.32,6,通用面试资源；通用求职面试基础
实施工程师_promotion2,实施工程师,1,实施工程师,实施工程师_1,软件工程,入门,视频课程,软件工程,0.63,1,难度入门适配阶段1；匹配路线关键词管理
实施工程师_promotion2,实施工程师,1,实施工程师,实施工程师_11,Docker官方入门教程,入门,文档教程,Docker,0.63,2,难度入门适配阶段1；贴合阶段目标「实施工程师」
实施工程师_promotion2,实施工程师,1,实施工程师,实施工程师_5,Linux系统管理,入门,视频课程,Linux,0.63,3,难度入门适配阶段1；匹配路线关键词管理
实施工程师_promotion2,实施工程师,1,实施工程师,实施工程师_9,沟通技巧,入门,视频课程,沟通技巧,0.63,4,难度入门适配阶段1；匹配路线关键词团队
实施工程师_promotion2,实施工程师,1,实施工程师,实施工程师_8,Office办公软件应用,入门,视频课程,Office办公,0.51,5,难度入门适配阶段1
实施工程师_promotion2,实施工程师,2,高级实施工程师,实施工程师_10,工程项目管理,进阶,视频课程,项目管理,0.55,1,难度进阶适配阶段2；匹配路线关键词管理
实施工程师_promotion2,实施工程师,2,高级实施工程师,实施工程师_3,项目管理,进阶,视频课程,项目管理,0.55,2,难度进阶适配阶段2；匹配路线关键词管理
实施工程师_promotion2,实施工程师,2,高级实施工程师,实施工程师_12,Nginx官方文档,进阶,文档教程,Nginx,0.43,3,难度进阶适配阶段2
实施工程师_promotion2,实施工程师,2,高级实施工程师,实施工程师_2,ERP原理与应用,进阶,视频课程,ERP实施,0.43,4,难度进阶适配阶段2
实施工程师_promotion2,实施工程师,2,高级实施工程师,实施工程师_4,MySQL数据库设计与应用,进阶,视频课程,MySQL,0.43,5,难度进阶适配阶段2
实施工程师_promotion2,实施工程师,3,交付项目经理,实施工程师_10,工程项目管理,进阶,视频课程,项目管理,0.55,1,难度进阶适配阶段3；匹配路线关键词管理
实施工程师_promotion2,实施工程师,3,交付项目经理,实施工程师_3,项目管理,进阶,视频课程,项目管理,0.55,2,难度进阶适配阶段3；匹配路线关键词管理
实施工程师_promotion2,实施工程师,3,交付项目经理,实施工程师_12,Nginx官方文档,进阶,文档教程,Nginx,0.49,3,难度进阶适配阶段3
实施工程师_promotion2,实施工程师,3,交付项目经理,实施工程师_2,ERP原理与应用,进阶,视频课程,ERP实施,0.43,4,难度进阶适配阶段3
实施工程师_promotion2,实施工程师,3,交付项目经理,job_interview9,人力资源管理,进阶,视频课程,面试技巧,0.63,5,通用面试资源；贴合晋级路径「管理」；匹配路线能力「管理」
实施工程师_promotion2,实施工程师,3,交付项目经理,job_interview7,沟通技巧,入门,视频课程,沟通技巧,0.6,6,通用面试资源；适配岗位「实施工程师」面试场景；匹配路线能力「管理」
实施工程师_promotion3,实施工程师,1,实施工程师,实施工程师_11,Docker官方入门教程,入门,文档教程,Docker,0.63,1,难度入门适配阶段1；贴合阶段目标「实施工程师」
实施工程师_promotion3,实施工程师,1,实施工程师,实施工程师_8,Office办公软件应用,入门,视频课程,Office办公,0.63,2,难度入门适配阶段1；匹配路线关键词方案
实施工程师_promotion3,实施工程师,1,实施工程师,实施工程师_9,沟通技巧,入门,视频课程,沟通技巧,0.63,3,难度入门适配阶段1；匹配路线关键词沟通
实施工程师_promotion3,实施工程师,1,实施工程师,实施工程师_1,软件工程,入门,视频课程,软件工程,0.51,4,难度入门适配阶段1
实施工程师_promotion3,实施工程师,1,实施工程师,实施工程师_5,Linux系统管理,入门,视频课程,Linux,0.51,5,难度入门适配阶段1
实施工程师_promotion3,实施工程师,2,高级实施工程师,实施工程师_10,工程项目管理,进阶,视频课程,项目管理,0.43,1,难度进阶适配阶段2
实施工程师_promotion3,实施工程师,2,高级实施工程师,实施工程师_12,Nginx官方文档,进阶,文档教程,Nginx,0.43,2,难度进阶适配阶段2
实施工程师_promotion3,实施工程师,2,高级实施工程师,实施工程师_2,ERP原理与应用,进阶,视频课程,ERP实施,0.43,3,难度进阶适配阶段2
实施工程师_promotion3,实施工程师,2,高级实施工程师,实施工程师_3,项目管理,进阶,视频课程,项目管理,0.43,4,难度进阶适配阶段2
实施工程师_promotion3,实施工程师,2,高级实施工程师,实施工程师_4,MySQL数据库设计与应用,进阶,视频课程,MySQL,0.43,5,难度进阶适配阶段2
实施工程师_promotion3,实施工程师,3,售前顾问 / 解决方案专家,实施工程师_12,Nginx官方文档,进阶,文档教程,Nginx,0.49,1,难度进阶适配阶段3
实施工程师_promotion3,实施工程师,3,售前顾问 / 解决方案专家,实施工程师_10,工程项目管理,进阶,视频课程,项目管理,0.43,2,难度进阶适配阶段3
实施工程师_promotion3,实施工程师,3,售前顾问 / 解决方案专家,实施工程师_2,ERP原理与应用,进阶,视频课程,ERP实施,0.43,3,难度进阶适配阶段3
实施工程师_promotion3,实施工程师,3,售前顾问 / 解决方案专家,实施工程师_3,项目管理,进阶,视频课程,项目管理,0.43,4,难度进阶适配阶段3
实施工程师_promotion3,实施工程师,3,售前顾问 / 解决方案专家,job_interview7,沟通技巧,入门,视频课程,沟通技巧,0.6,5,通用面试资源；适配岗位「实施工程师」面试场景；匹配路线能力「售前」
实施工程师_promotion3,实施工程师,3,售前顾问 / 解决方案专家,job_interview6,职场菜鸟礼仪指南,入门,视频课程,面试礼仪,0.52,6,通用面试资源；贴合晋级路径「售前」；匹配路线能力「售前」
技术支持工程师_promotion1,技术支持工程师,1,技术支持专员,技术支持工程师_2,Linux系统管理,入门,视频课程,Linux,0.51,1,难度入门适配阶段1
技术支持工程师_promotion1,技术支持工程师,1,技术支持专员,技术支持工程师_6,沟通技巧,入门,视频课程,沟通技巧,0.51,2,难度入门适配阶段1
技术支持工程师_promotion1,技术支持工程师,1,技术支持专员,技术支持工程师_7,客户服务与管理,入门,视频课程,客户服务,0.51,3,难度入门适配阶段1
技术支持工程师_promotion1,技术支持工程师,1,技术支持专员,技术支持工程师_10,Redis入门指南,入门,文档教程,Redis,0.43,4,难度入门适配阶段1
技术支持工程师_promotion1,技术支持工程师,1,技术支持专员,技术支持工程师_13,Pro Git第二版（中文版）,入门,文档教程,Git版本控制,0.43,5,难度入门适配阶段1
技术支持工程师_promotion1,技术支持工程师,2,技术支持工程师,技术支持工程师_1,计算机网络,进阶,视频课程,计算机网络,0.43,1,难度进阶适配阶段2
技术支持工程师_promotion1,技术支持工程师,2,技术支持工程师,技术支持工程师_11,Nginx官方文档,进阶,文档教程,Nginx,0.43,2,难度进阶适配阶段2
技术支持工程师_promotion1,技术支持工程师,2,技术支持工程师,技术支持工程师_12,Wireshark用户指南,进阶,文档教程,网络抓包,0.43,3,难度进阶适配阶段2
技术支持工程师_promotion1,技术支持工程师,2,技术支持工程师,技术支持工程师_3,操作系统,进阶,视频课程,操作系统,0.43,4,难度进阶适配阶段2
技术支持工程师_promotion1,技术支持工程师,2,技术支持工程师,技术支持工程师_4,MySQL数据库设计与应用,进阶,视频课程,MySQL,0.43,5,难度进阶适配阶段2
技术支持工程师_promotion1,技术支持工程师,3,高级技术支持工程师,技术支持工程师_11,Nginx官方文档,进阶,文档教程,Nginx,0.49,1,难度进阶适配阶段3
技术支持工程师_promotion1,技术支持工程师,3,高级技术支持工程师,技术支持工程师_12,Wireshark用户指南,进阶,文档教程,网络抓包,0.49,2,难度进阶适配阶段3
技术支持工程师_promotion1,技术支持工程师,3,高级技术支持工程师,技术支持工程师_1,计算机网络,进阶,视频课程,计算机网络,0.43,3,难度进阶适配阶段3
技术支持工程师_promotion1,技术支持工程师,3,高级技术支持工程师,技术支持工程师_3,操作系统,进阶,视频课程,操作系统,0.43,4,难度进阶适配阶段3
技术支持工程师_promotion1,技术支持工程师,3,高级技术支持工程师,job_interview7,沟通技巧,入门,视频课程,沟通技巧,0.48,5,通用面试资源；适配岗位「技术支持工程师」面试场景
技术支持工程师_promotion1,技术支持工程师,3,高级技术支持工程师,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.4,6,通用面试资源；贴合晋级路径「工程师」
技术支持工程师_promotion2,技术支持工程师,1,技术支持工程师,技术支持工程师_2,Linux系统管理,入门,视频课程,Linux,0.63,1,难度入门适配阶段1；匹配路线关键词Linux
技术支持工程师_promotion2,技术支持工程师,1,技术支持工程师,技术支持工程师_9,Docker官方入门教程,入门,文档教程,Docker,0.55,2,难度入门适配阶段1；匹配路线关键词Docker
技术支持工程师_promotion2,技术支持工程师,1,技术支持工程师,技术支持工程师_6,沟通技巧,入门,视频课程,沟通技巧,0.51,3,难度入门适配阶段1
技术支持工程师_promotion2,技术支持工程师,1,技术支持工程师,技术支持工程师_7,客户服务与管理,入门,视频课程,客户服务,0.51,4,难度入门适配阶段1
技术支持工程师_promotion2,技术支持工程师,1,技术支持工程师,技术支持工程师_10,Redis入门指南,入门,文档教程,Redis,0.43,5,难度入门适配阶段1
技术支持工程师_promotion2,技术支持工程师,2,运维工程师,技术支持工程师_1,计算机网络,进阶,视频课程,计算机网络,0.55,1,难度进阶适配阶段2；匹配路线关键词网络
技术支持工程师_promotion2,技术支持工程师,2,运维工程师,技术支持工程师_12,Wireshark用户指南,进阶,文档教程,网络抓包,0.55,2,难度进阶适配阶段2；匹配路线关键词网络
技术支持工程师_promotion2,技术支持工程师,2,运维工程师,技术支持工程师_11,Nginx官方文档,进阶,文档教程,Nginx,0.43,3,难度进阶适配阶段2
技术支持工程师_promotion2,技术支持工程师,2,运维工程师,技术支持工程师_3,操作系统,进阶,视频课程,操作系统,0.43,4,难度进阶适配阶段2
技术支持工程师_promotion2,技术支持工程师,2,运维工程师,技术支持工程师_4,MySQL数据库设计与应用,进阶,视频课程,MySQL,0.43,5,难度进阶适配阶段2
技术支持工程师_promotion2,技术支持工程师,3,高级运维工程师 / SRE工程师,技术支持工程师_12,Wireshark用户指南,进阶,文档教程,网络抓包,0.61,1,难度进阶适配阶段3；匹配路线关键词网络
