resource_id,job_name,resource_name,resource_desc,resource_url,resource_type,difficulty,source,skill_tag
软件测试_2,软件测试,软件工程,理解软件开发生命周期与质量保障体系。,https://www.icourse163.org/learn/PKU-1002525006,视频课程,入门,中国大学MOOC,软件工程
软件测试_3,软件测试,Java程序设计,自动化测试常用Java语言，提供语法与面向对象基础。,https://www.icourse163.org/learn/PKU-1001941004,视频课程,进阶,中国大学MOOC,Java基础
软件测试_4,软件测试,Python语言程序设计,测试自动化与脚本编写的主流语言。,https://www.icourse163.org/learn/PKU-1002525007,视频课程,入门,中国大学MOOC,Python
软件测试_5,软件测试,MySQL数据库设计与应用,验证数据正确性与SQL逻辑，理解数据层测试要点。,https://www.icourse163.org/learn/KMUST-1206687836,视频课程,进阶,中国大学MOOC,MySQL
软件测试_6,软件测试,Selenium官方文档,Web自动化测试主流框架，提供安装、API与最佳实践。,https://www.selenium.dev/documentation/,文档教程,进阶,Selenium官方,自动化测试
软件测试_7,软件测试,JUnit 5用户指南,Java单元测试标准框架官方指南。,https://junit.org/junit5/docs/current/user-guide/,文档教程,进阶,JUnit官方,单元测试
软件测试_8,软件测试,Postman学习中心,API测试、集合管理与自动化流程，接口测试必备。,https://learning.postman.com/docs/introduction/overview/,文档教程,入门,Postman官方,接口测试
软件测试_9,软件测试,Apache JMeter用户手册,性能测试场景设计、并发模拟与结果分析。,https://jmeter.apache.org/usermanual/index.html,文档教程,进阶,Apache,性能测试
软件测试_10,软件测试,Playwright官方文档,新一代Web自动化测试框架完整指南。,https://playwright.dev/docs/intro,文档教程,进阶,Playwright官方,自动化测试
软件测试_11,软件测试,ISTQB软件测试认证概览,国际软件测试资质认证体系与知识体系参考。,https://www.istqb.org/,文档教程,进阶,ISTQB,测试认证
软件测试_12,软件测试,Linux系统管理,测试环境搭建与日志分析需Linux基础。,https://www.icourse163.org/learn/OUCC-1002337008,视频课程,入门,中国大学MOOC,Linux
软件测试_13,软件测试,Pro Git第二版（中文版）,测试代码与用例版本管理与团队协作。,https://git-scm.com/book/zh/v2,文档教程,入门,Git官方,Git版本控制
科研人员_1,科研人员,科研伦理与学术规范,讲解学术诚信、论文规范与科研道德的基本素养。,https://www.icourse163.org/learn/BNU-1003377001,视频课程,入门,中国大学MOOC,科研伦理
科研人员_2,科研人员,Python语言程序设计,科研数据处理与可视化的主流工具。,https://www.icourse163.org/learn/PKU-1002525007,视频课程,入门,中国大学MOOC,Python
科研人员_3,科研人员,数据结构与算法,算法思维是科研编程与数据分析的基础能力。,https://www.icourse163.org/learn/NJIT-1464552176,视频课程,进阶,中国大学MOOC,数据结构与算法
科研人员_4,科研人员,统计学,科研数据分析与实验设计需扎实的统计学基础。,https://www.icourse163.org/learn/RUC-1002537001,视频课程,进阶,中国大学MOOC,统计学
科研人员_5,科研人员,文献检索与科技论文写作,文献检索方法、论文结构与投稿规范。,https://www.icourse163.org/learn/USTC-1003377001,视频课程,入门,中国大学MOOC,论文写作
科研人员_6,科研人员,机器学习,监督/无监督学习、神经网络等AI方向科研核心基础。,https://www.icourse163.org/learn/ZJU-1002537001,视频课程,进阶,中国大学MOOC,机器学习
科研人员_7,科研人员,MySQL数据库设计与应用,科研数据管理与存储的数据库知识。,https://www.icourse163.org/learn/KMUST-1206687836,视频课程,进阶,中国大学MOOC,MySQL
科研人员_8,科研人员,Learn LaTeX in 30 minutes,Overleaf官方LaTeX入门，科研论文排版标准工具。,https://www.overleaf.com/learn/latex/Learn_LaTeX_in_30_minutes,文档教程,入门,Overleaf,LaTeX排版
科研人员_9,科研人员,NumPy用户指南,Python科学计算核心库官方文档。,https://numpy.org/doc/stable/user/index.html,文档教程,进阶,NumPy官方,NumPy
科研人员_10,科研人员,Pandas入门指南,科研数据清洗、分析与表格处理核心工具。,https://pandas.pydata.org/docs/getting_started/index.html,文档教程,进阶,Pandas官方,Pandas
科研人员_11,科研人员,Matplotlib教程,科研数据可视化与图表绑制标准库。,https://matplotlib.org/stable/tutorials/index.html,文档教程,进阶,Matplotlib官方,数据可视化
科研人员_12,科研人员,Zotero官方文档,文献管理工具，高效管理参考文献与生成引用。,https://www.zotero.org/support/,文档教程,入门,Zotero官方,文献管理
科研人员_13,科研人员,ResearchGate帮助中心,国际科研社交平台使用指南，促进学术合作。,https://help.researchgate.net/hc/en-us,文档教程,入门,ResearchGate,科研社交
C_C_1,C/C++,C语言程序设计,浙江大学C语言经典课程，从语法到指针、结构体与文件操作。,https://www.icourse163.org/learn/ZJU-1002537002,视频课程,入门,中国大学MOOC,C语言
C_C_2,C/C++,C++程序设计,北京大学C++课程，讲解类与对象、继承多态、模板与STL。,https://www.icourse163.org/learn/PKU-1002537002,视频课程,进阶,中国大学MOOC,C++
C_C_3,C/C++,数据结构与算法,算法与数据结构是C/C++面试与工程实践的基础。,https://www.icourse163.org/learn/NJIT-1464552176,视频课程,进阶,中国大学MOOC,数据结构与算法
C_C_4,C/C++,操作系统,C/C++系统编程需理解进程、内存与文件系统原理。,https://www.icourse163.org/learn/HIT-1002531001,视频课程,进阶,中国大学MOOC,操作系统
C_C_5,C/C++,计算机网络,网络编程是C/C++常见应用场景。,https://www.icourse163.org/learn/HIT-1000531008,视频课程,进阶,中国大学MOOC,计算机网络
C_C_6,C/C++,Learn C++,LearnCpp.com免费C++教程，从基础到高级特性。,https://www.learncpp.com/,文档教程,入门,LearnCpp,C++
C_C_7,C/C++,cppreference在线参考,C/C++标准库权威在线参考手册。,https://en.cppreference.com/w/,文档教程,进阶,cppreference,C++标准库
C_C_8,C/C++,CMake官方教程,C/C++项目构建标准工具官方教程。,https://cmake.org/cmake/help/latest/guide/tutorial/index.html,文档教程,进阶,CMake官方,CMake
C_C_9,C/C++,AcWing算法题库,支持C/C++提交的在线算法练习平台。,https://www.acwing.com/problem/,在线练习,进阶,AcWing,算法练习
C_C_10,C/C++,Pro Git第二版（中文版）,C/C++项目协作与版本管理。,https://git-scm.com/book/zh/v2,文档教程,入门,Git官方,Git版本控制
C_C_11,C/C++,Valgrind用户手册,C/C++内存泄漏与性能分析专业工具。,https://valgrind.org/docs/manual/manual.html,文档教程,进阶,Valgrind官方,内存调试
C_C_12,C/C++,C++ Core Guidelines,ISO C++官方FAQ与核心指南，工业级C++最佳实践参考。,https://isocpp.org/wiki/faq,文档教程,进阶,ISO C++,编码规范
C_C_13,C/C++,Linux系统管理,C/C++系统级开发常运行于Linux环境。,https://www.icourse163.org/learn/OUCC-1002337008,视频课程,入门,中国大学MOOC,Linux
前端开发_1,前端开发,HTML5网页设计,语义化标签、表单、多媒体与Canvas，前端HTML基础。,https://www.icourse163.org/learn/BIT-1002537001,视频课程,入门,中国大学MOOC,HTML/CSS
前端开发_2,前端开发,JavaScript程序设计,语法、DOM操作、事件与异步编程，前端核心语言。,https://www.icourse163.org/learn/PKU-1002537003,视频课程,入门,中国大学MOOC,JavaScript
前端开发_3,前端开发,Web前端开发,HTML/CSS/JS与响应式布局，贴近前端岗位技能。,https://www.icourse163.org/learn/BFU-1003377003,视频课程,进阶,中国大学MOOC,前端基础
前端开发_4,前端开发,Vue.js官方教程,国内主流前端框架，讲解组件、路由与状态管理。,https://cn.vuejs.org/guide/introduction.html,文档教程,进阶,Vue.js官方,Vue.js
前端开发_5,前端开发,React官方文档,全球主流前端框架Learn章节。,https://react.dev/learn,文档教程,进阶,React官方,React
前端开发_6,前端开发,TypeScript官方手册,前端工程化必备类型系统与编译配置指南。,https://www.typescriptlang.org/docs/handbook/intro.html,文档教程,进阶,TypeScript官方,TypeScript
前端开发_7,前端开发,MDN Web文档,Mozilla Web开发权威参考，涵盖HTML/CSS/JS API。,https://developer.mozilla.org/zh-CN/docs/Web,文档教程,入门,MDN,Web开发
前端开发_8,前端开发,Node.js官方入门,前端全栈开发需掌握服务端JavaScript运行时。,https://nodejs.org/en/learn/getting-started/introduction-to-nodejs,文档教程,进阶,Node.js官方,Node.js
前端开发_9,前端开发,Webpack概念指南,前端工程化打包工具核心概念与配置入门。,https://webpack.js.org/concepts/,文档教程,进阶,Webpack官方,Webpack
前端开发_10,前端开发,Pro Git第二版（中文版）,前端项目版本管理与团队协作。,https://git-scm.com/book/zh/v2,文档教程,入门,Git官方,Git版本控制
前端开发_11,前端开发,CSS-Tricks指南,CSS布局与动画权威参考，涵盖Flexbox/Grid。,https://css-tricks.com/guides/,文档教程,进阶,CSS-Tricks,CSS
前端开发_12,前端开发,ESLint官方文档,JavaScript代码质量工具规则配置与项目集成。,https://eslint.org/docs/latest/,文档教程,进阶,ESLint官方,代码规范
前端开发_13,前端开发,Vite官方指南,现代前端构建工具快速入门与配置参考。,https://vitejs.dev/guide/,文档教程,进阶,Vite官方,Vite
硬件测试_1,硬件测试,模拟电子技术,理解电路原理与信号特性，硬件测试的电路基础。,https://www.icourse163.org/learn/XJTU-1002537001,视频课程,进阶,中国大学MOOC,模拟电路
硬件测试_2,硬件测试,数字电子技术,逻辑门、组合时序电路与FPGA基础。,https://www.icourse163.org/learn/HIT-1002537001,视频课程,进阶,中国大学MOOC,数字电路
硬件测试_3,硬件测试,软件测试,硬件产品软件层面测试理论与用例设计。,https://www.icourse163.org/learn/BUAA-1002537001,视频课程,入门,中国大学MOOC,软件测试理论
硬件测试_4,硬件测试,嵌入式系统,硬件测试常涉及嵌入式设备与MCU外设接口。,https://www.icourse163.org/learn/BIT-1002537003,视频课程,进阶,中国大学MOOC,嵌入式
硬件测试_5,硬件测试,C语言程序设计,硬件测试脚本与固件调试常用C语言。,https://www.icourse163.org/learn/ZJU-1002537002,视频课程,入门,中国大学MOOC,C语言
硬件测试_6,硬件测试,Python语言程序设计,测试脚本编写与数据分析。,https://www.icourse163.org/learn/PKU-1002525007,视频课程,入门,中国大学MOOC,Python
硬件测试_7,硬件测试,Linux系统管理,嵌入式Linux设备测试需Linux基础。,https://www.icourse163.org/learn/OUCC-1002337008,视频课程,入门,中国大学MOOC,Linux
硬件测试_8,硬件测试,质量管理,硬件测试与质量检验紧密相关，讲解QC方法与标准。,https://www.icourse163.org/learn/BIT-1003377002,视频课程,入门,中国大学MOOC,质量管理
硬件测试_9,硬件测试,Arduino文档中心,开源硬件平台官方文档，了解硬件原型开发与测试。,https://docs.arduino.cc/,文档教程,入门,Arduino官方,Arduino
硬件测试_10,硬件测试,Six Sigma入门,iSixSigma平台Six Sigma概念与方法论入门。,https://www.isixsigma.com/new-to-six-sigma/getting-started/,文档教程,进阶,iSixSigma,Six Sigma
硬件测试_11,硬件测试,ISO 9001概览,ISO官方网站质量管理体系标准介绍，硬件质量检验行业参考。,https://www.iso.org/iso-9001-quality-management.html,文档教程,进阶,ISO,行业标准
硬件测试_12,硬件测试,Pro Git第二版（中文版）,测试脚本与固件代码版本管理。,https://git-scm.com/book/zh/v2,文档教程,入门,Git官方,Git版本控制
硬件测试_13,硬件测试,统计学,测试数据分析与质量统计方法基础。,https://www.icourse163.org/learn/RUC-1002537001,视频课程,进阶,中国大学MOOC,统计学
BD经理_1,BD经理,市场营销,市场营销基本理论、环境分析、消费者行为与营销组合策略。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
BD经理_2,BD经理,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
BD经理_3,BD经理,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
BD经理_4,BD经理,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
BD经理_5,BD经理,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
BD经理_6,BD经理,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
BD经理_7,BD经理,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
BD经理_8,BD经理,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
BD经理_9,BD经理,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
BD经理_10,BD经理,HubSpot Inbound Sales,HubSpot Academy入站销售免费课程，覆盖销售流程与客户开发。,https://academy.hubspot.com/courses/inbound-sales,文档教程,进阶,HubSpot,Inbound销售
BD经理_11,BD经理,Salesforce Trailhead,Salesforce官方免费学习平台，覆盖CRM与销售技能模块。,https://trailhead.salesforce.com/,文档教程,入门,Salesforce,CRM销售
BD经理_12,BD经理,HubSpot CRM免费教程,HubSpot Academy CRM与销售流程管理免费课程入口。,https://academy.hubspot.com/courses/crm,文档教程,入门,HubSpot,CRM
BD经理_13,BD经理,Google数字营销认证,Google Skillshop数字营销与广告基础学习路径。,https://skillshop.exceedlms.com/student/catalog/list?category_ids=6431-google-ads,文档教程,进阶,Google,数字营销
大客户代表_1,大客户代表,市场营销,市场营销基本理论、环境分析、消费者行为与营销组合策略。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
大客户代表_2,大客户代表,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
大客户代表_3,大客户代表,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
大客户代表_4,大客户代表,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
大客户代表_5,大客户代表,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
大客户代表_6,大客户代表,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
大客户代表_7,大客户代表,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
大客户代表_8,大客户代表,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
大客户代表_9,大客户代表,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
大客户代表_10,大客户代表,HubSpot Inbound Sales,HubSpot Academy入站销售免费课程，覆盖销售流程与客户开发。,https://academy.hubspot.com/courses/inbound-sales,文档教程,进阶,HubSpot,Inbound销售
大客户代表_11,大客户代表,Salesforce Trailhead,Salesforce官方免费学习平台，覆盖CRM与销售技能模块。,https://trailhead.salesforce.com/,文档教程,入门,Salesforce,CRM销售
大客户代表_12,大客户代表,HubSpot CRM免费教程,HubSpot Academy CRM与销售流程管理免费课程入口。,https://academy.hubspot.com/courses/crm,文档教程,入门,HubSpot,CRM
大客户代表_13,大客户代表,Google数字营销认证,Google Skillshop数字营销与广告基础学习路径。,https://skillshop.exceedlms.com/student/catalog/list?category_ids=6431-google-ads,文档教程,进阶,Google,数字营销
广告销售_1,广告销售,市场营销,市场营销基本理论、环境分析、消费者行为与营销组合策略。,https://www.icourse163.org/learn/ZBVC-1003007001,视频课程,入门,中国大学MOOC,市场营销
广告销售_2,广告销售,销售管理,销售组织、团队管理、客户关系与绩效评价。,https://www.icourse163.org/learn/HZAU-1003244009,视频课程,进阶,中国大学MOOC,销售管理
广告销售_3,广告销售,推销原理与实务,推销流程、网络销售技巧与数字化推销方法。,https://www.icourse163.org/learn/JSJZY-1206744802,视频课程,入门,中国大学MOOC,推销技巧
广告销售_4,广告销售,商务沟通,商务谈判、危机沟通与高效沟通技巧。,https://www.icourse163.org/learn/AHDX-1460887167,视频课程,入门,中国大学MOOC,商务沟通
广告销售_5,广告销售,汽车销售技巧,销售流程、客户异议处理与交车技巧实战。,https://www.icourse163.org/learn/HEPSVE-1002329014,视频课程,入门,中国大学MOOC,销售技巧
广告销售_6,广告销售,网络营销,搜索引擎、新媒体、短视频与直播等网络营销工具。,https://www.icourse163.org/learn/CZU-1206816806,视频课程,进阶,中国大学MOOC,网络营销
广告销售_7,广告销售,营销策划,市场机会分析、定位、产品/价格/渠道/促销策划。,https://www.icourse163.org/learn/NBCC-1001616007,视频课程,进阶,中国大学MOOC,营销策划
广告销售_8,广告销售,沟通技巧,有效沟通是销售岗位核心软技能。,https://www.icourse163.org/learn/THU-1002537002,视频课程,入门,中国大学MOOC,沟通技巧
广告销售_9,广告销售,Office办公软件应用,Excel客户管理、PPT方案制作等日常办公技能。,https://www.icourse163.org/learn/WHU-1002537001,视频课程,入门,中国大学MOOC,Office办公
